0	0	230
0	-0.02231	229.23962
0	-0.04393	226.94054
0	0.04462	223.13289
0	0.31234	217.92063
0	0.78315	211.41439
0	1.47338	203.72871
0	2.40005	194.99239
0	3.57811	185.36965
0	4.97766	175.06243
0	6.51521	164.24967
0	8.10198	153.07949
0	9.64367	141.67586
0	11.06714	130.13653
0	12.31765	118.55557
0	13.36185	107.02153
0	14.18387	95.63331
0	14.76991	84.50039
0	15.1041	73.72972
0	15.17195	63.4248
0	14.95621	53.67556
0	14.45504	44.55491
0	13.67925	36.13438
0	12.64793	28.47998
0	11.38546	21.65427
0	9.91875	15.71406
0	8.27287	10.70213
0	6.48669	6.63872
0	4.61426	3.53855
0	2.73562	1.39518
0	1.12769	0.28796
0	0.63802	0.10534
0	0.18469	0.01196
0	-0.09108	0.00322
0	-0.33465	0.05014
0	-0.56028	0.17204
0	-0.79028	0.36731
0	-1.14218	0.76843
0	-1.50213	1.28685
0	-2.80692	4.08089
0	-3.96842	7.85243
0	-5.0393	12.70612
0	-5.96597	18.5794
0	-6.69139	25.43225
0	-7.19394	33.24282
0	-7.48443	41.96235
0	-7.57919	51.5223
0	-7.50421	61.83343
0	-7.28203	72.78833
0	-6.93542	84.27223
0	-6.48945	96.16277
0	-5.97494	108.32655
0	-5.41719	120.62028
0	-4.8415	132.89584
0	-4.26535	145.00235
0	-3.70553	156.78962
0	-3.17009	168.11022
0	-2.66547	178.82569
0	-2.19581	188.80838
0	-1.77031	197.93547
0	-1.38989	206.09104
0	-1.05455	213.17274
0	-0.75969	219.09133
0	-0.49933	223.77183
0	-0.25875	227.16847
0	-0.06992	229.27136
0	0	230
